timestamp,nanoTime,type,x,y,z,w,label
1761849225644,58665824274390,ACC,-0.30329028,6.8931236,6.1525455,0.0,
1761849225648,58665828600848,GYRO,-0.02367101,-0.022143848,0.011453714,0.0,
1761849225648,58665828692358,MAG,19.556252,-16.893751,-14.212501,0.0,
1761849225658,58665838798504,ACC,-0.14356937,6.971489,6.406184,0.0,
1761849225667,58665847548452,GYRO,-0.07422007,-0.038789913,0.0025961753,0.0,
1761849225667,58665847661577,MAG,20.71875,-16.95,-14.775001,0.0,
1761849225681,58665861814910,ACC,-0.098703936,7.0983086,6.7704916,0.0,
1761849225690,58665870411785,ROT_VEC,0.27523553,0.29578528,0.65445507,0.63909703,
1761849225690,58665870521525,MAG,21.581251,-13.687501,-14.156251,0.0,
1761849225690,58665870575119,GYRO,-0.06658426,-0.02535089,-0.010537418,0.0,
1761849225699,58665879917879,ACC,-0.25184458,7.1066833,6.859026,0.0,
1761849225707,58665887432515,ROT_VEC,0.27182686,0.2923765,0.65976787,0.6366573,
1761849225707,58665887550588,MAG,22.125,-14.531251,-15.150001,0.0,
1761849225707,58665888068713,GYRO,-0.02489274,-0.00962112,-0.008704823,0.0,
1761849225723,58665904074233,ACC,-0.30987054,7.100103,6.774679,0.0,
1761849225726,58665906771108,ROT_VEC,0.27276468,0.28744447,0.6514884,0.64694506,
1761849225726,58665906870796,MAG,23.175001,-12.225,-16.81875,0.0,
1761849225732,58665912808869,GYRO,-0.0016798781,-0.0059559317,0.0035124724,0.0,
1761849225741,58665921708869,ACC,-0.2219343,7.042675,6.7381887,0.0,
1761849225748,58665928919338,ROT_VEC,0.277811,0.28150475,0.635514,0.6630973,
1761849225748,58665929028244,MAG,21.431252,-14.062501,-16.5375,0.0,
1761849225750,58665930270327,GYRO,0.00641408,-0.0042760535,0.0018325944,0.0,
1761849225765,58665945839806,ACC,-0.2105684,7.0193453,6.7537417,0.0,
1761849225767,58665947748608,ROT_VEC,0.27931482,0.27956232,0.6305971,0.6679637,
1761849225767,58665947852150,MAG,23.8875,-12.69375,-16.181252,0.0,
1761849225773,58665953606317,GYRO,0.022754714,0.0027488915,-0.004734202,0.0,
1761849225783,58665963201733,ACC,-0.22851457,7.0348988,6.556334,0.0,
1761849225791,58665971212775,ROT_VEC,0.28086513,0.27743286,0.6263259,0.6722066,
1761849225791,58665971325952,MAG,17.475,-18.31875,-12.637501,0.0,
1761849225791,58665971790171,GYRO,0.020158539,0.006261364,6.108648E-4,0.0,
1761849225809,58665989469702,ACC,-0.19262223,7.018747,6.495317,0.0,
1761849225809,58665989601004,ROT_VEC,0.28111047,0.27784,0.6259182,0.67231554,
1761849225809,58665989671369,MAG,17.475,-18.31875,-12.637501,0.0,
1761849225813,58665993199025,GYRO,0.0044287695,0.007941242,9.162972E-4,0.0,
1761849225826,58666007169650,ROT_VEC,0.28187698,0.2780678,0.6252104,0.67255896,
1761849225827,58666007365067,MAG,22.725,-15.0375,-15.431251,0.0,
1761849225827,58666007471785,ACC,-0.19262223,7.0414786,6.6424756,0.0,
1761849225834,58666014329754,GYRO,6.108648E-4,-0.0010690134,-0.0019853106,0.0,
1761849225847,58666027963452,ROT_VEC,0.28165248,0.2786208,0.62622607,0.6714784,
1761849225848,58666028292671,MAG,23.98125,-13.462501,-14.868751,0.0,
1761849225848,58666028396837,ACC,-0.24047868,7.0301127,6.6777697,0.0,
1761849225855,58666035227462,GYRO,0.008704823,0.010384701,-6.108648E-4,0.0,
1761849225866,58666047078556,ROT_VEC,0.28144696,0.2786087,0.6261245,0.67166424,
1761849225867,58666047371369,ACC,-0.28713873,7.0636125,6.6939216,0.0,
1761849225867,58666047472306,MAG,22.81875,-13.106251,-17.8875,0.0,
1761849225875,58666055942567,GYRO,0.0108428495,0.004734202,0.0025961753,0.0,
1761849225886,58666066834337,ROT_VEC,0.2831862,0.27692562,0.62156135,0.67585444,
1761849225886,58666067048192,MAG,23.325,-13.293751,-15.1125,0.0,
1761849225888,58666068468087,ACC,-0.24047868,7.0857463,6.626324,0.0,
1761849225896,58666076905744,GYRO,0.0140498895,-0.02046397,0.008399391,0.0,
1761849225910,58666090415379,ROT_VEC,0.28354388,0.2768858,0.621087,0.6761568,
1761849225910,58666090507410,MAG,20.56875,-14.26875,-16.725,0.0,
1761849225910,58666090554754,ACC,-0.19501504,7.048059,6.5611196,0.0,
1761849225917,58666097450067,GYRO,0.008704823,-0.01527162,0.008246674,0.0,
1761849225927,58666107880015,ROT_VEC,0.28437215,0.27636194,0.61966187,0.67732984,
1761849225928,58666108285015,MAG,21.35625,-15.20625,-15.95625,0.0,
1761849225930,58666110205171,ACC,-0.13100705,6.991828,6.5072813,0.0,
1761849225938,58666118459806,GYRO,-0.008399391,0.00763581,4.581486E-4,0.0,
1761849225946,58666126983712,ROT_VEC,0.2843457,0.27654466,0.62019885,0.6767747,
1761849225946,58666127134598,MAG,23.04375,-12.900001,-17.41875,0.0,
1761849225950,58666130235952,ACC,-0.20757736,6.957132,6.5455666,0.0,
1761849225959,58666139298817,GYRO,-0.01970039,0.00962112,-0.0019853106,0.0,
1761849225966,58666146379806,MAG,24.225,-13.106251,-17.325,0.0,
1761849225967,58666147707567,ROT_VEC,0.2852355,0.2753472,0.6177635,0.6791118,
1761849225971,58666151961212,ACC,-0.25842485,7.0337024,6.6394844,0.0,
1761849225979,58666159369494,GYRO,-0.02367101,-9.162972E-4,1.527162E-4,0.0,
1761849225986,58666166360848,MAG,23.04375,-14.512501,-17.456251,0.0,
1761849225988,58666169038869,ROT_VEC,0.28577805,0.2745368,0.61602324,0.6807906,
1761849225993,58666173225587,ACC,-0.26021945,7.0989065,6.7878394,0.0,
1761849226001,58666181233973,GYRO,-0.0074830935,-0.015577052,0.005345067,0.0,
1761849226005,58666186171577,MAG,23.1375,-13.668751,-16.125,0.0,
1761849226009,58666189271160,ROT_VEC,0.2859036,0.27416644,0.615384,0.6814649,
1761849226013,58666193619181,ACC,-0.21834506,7.1431737,6.8081784,0.0,
1761849226020,58666201173087,GYRO,0.013744458,-0.011148282,0.0021380268,0.0,
1761849226026,58666206607827,MAG,21.862501,-15.243751,-15.937501,0.0,
1761849226029,58666209594962,ROT_VEC,0.2860526,0.27416414,0.6152046,0.68156534,
1761849226034,58666214480119,ACC,-0.15792629,7.064809,6.7633133,0.0,
1761849226042,58666222587098,GYRO,0.03894263,0.014966187,-6.108648E-4,0.0,
1761849226047,58666227387983,MAG,22.10625,-14.231251,-17.04375,0.0,
1761849226050,58666231178035,ROT_VEC,0.28573886,0.27476317,0.61617863,0.6805751,
1761849226055,58666235304025,ACC,-0.21355942,6.9906316,6.521638,0.0,
1761849226062,58666242897462,GYRO,0.034361143,0.014966187,0.0018325944,0.0,
1761849226066,58666246411942,MAG,22.59375,-13.968751,-18.1875,0.0,
1761849226072,58666252296942,ROT_VEC,0.2861641,0.2746406,0.61555773,0.6810076,
1761849226075,58666256169702,ACC,-0.24227329,6.9966135,6.3924255,0.0,
1761849226085,58666265729025,GYRO,0.0015271619,-0.0059559317,0.0030543238,0.0,
1761849226086,58666266398764,MAG,23.1375,-13.51875,-17.081251,0.0,
1761849226093,58666273400483,ROT_VEC,0.28700477,0.27415785,0.6138776,0.68236357,
1761849226097,58666277291264,ACC,-0.25064817,7.0205417,6.6011996,0.0,1
1761849226106,58666286771160,GYRO,-0.00962112,-0.0074830935,0.004734202,0.0,1
1761849226106,58666287082306,MAG,23.00625,-14.19375,-18.300001,0.0,1
1761849226114,58666294411785,ROT_VEC,0.2873154,0.27381566,0.61305225,0.68311185,1
1761849226117,58666298138035,ACC,-0.20757736,7.0953174,6.6652074,0.0,1
1761849226129,58666310131004,GYRO,-0.0042760535,-0.0021380268,0.0010690134,0.0,1
1761849226130,58666310265014,MAG,22.7625,-13.6125,-17.475,0.0,1
